weather _id,district_id,MaxT,MinT,WindSpeed,Humidity ,Precipitation
636,636,28.6,24.8,2.4,66.2,24.9
637,637,31.5,25.1,2.5,70.9,0
638,638,30.1,25.8,2.2,80,9.3
639,639,32.2,25.6,2.1,65.7,0
640,640,34.3,24.9,1.5,62.8,0
641,641,33.3,25.1,1.5,63.7,0
642,642,33.5,25.1,1.3,70.3,0
643,643,33.2,25.5,1.3,73.3,0
644,644,33.6,25.2,1.5,64.8,0
645,645,33.8,24.8,1.4,65.4,0
646,646,33.6,24.6,1.1,67.6,0
647,647,33,24.4,1.2,73,0
648,648,32.5,24.8,1.1,72,0
649,649,31.1,24.5,1.6,77.1,22.1
650,650,31.1,25.2,1.2,73.2,46.7
651,651,31.7,25,1.1,75.5,23.4
652,652,31.8,24.6,1.4,70.5,12
653,653,30.8,21.3,1.2,72.5,17.4
654,654,31.4,24.4,1.9,71.3,6
655,655,30.7,23.2,2.1,70.5,0
656,656,30.8,23.3,1.4,70.2,0
657,657,31.4,22.6,1.1,64.1,0
658,658,31.2,23.5,1.1,73.1,0
659,659,31.2,23.5,1.5,76.6,6.9
660,660,29.6,23.5,2.1,74.9,17.4
661,661,26.9,23.3,1.6,81.4,13.9
662,662,30.6,24.7,1.4,77,7
663,663,31.9,26.4,2,83.8,0
664,664,32.7,24.6,1.1,79.6,0
665,665,31.9,24.5,1.4,79.4,1.6
666,666,32.1,25.6,1.2,83.3,0
667,667,32.7,25.1,0.9,76.5,6
668,668,32.9,24.6,1.1,75.7,0
669,669,32.1,24.1,1.2,72.2,0
670,670,31.5,23.1,1.2,69.7,0
671,671,31.9,22.9,0.8,72.3,0
672,672,32.3,23.1,1,66.1,0
673,673,32.1,23.1,1.3,68.9,0
674,674,31.8,21.7,1.7,68,0
675,675,32,20.5,1.8,65.6,0
676,676,32.2,19.7,1.4,59.8,0
677,677,32.6,18.8,1.5,63.9,0
678,678,31.4,18.7,1.5,62.9,0
679,679,30.6,20.1,1.6,65,0
680,680,30.8,20.3,1,69.3,0
681,681,30.6,23.3,1.1,77.4,0
682,682,31.5,23.9,1.4,75.2,0
683,683,30.7,22.2,1.5,66,0
684,684,30.5,19.9,1.6,64,0
685,685,30.9,18.4,1.5,64.8,0
686,686,30.5,17.4,1.5,60.7,0
687,687,31.4,18.2,1.4,61.5,0
688,688,31.4,20.7,1,66.7,0
689,689,31.7,22.2,1.2,68.3,0
690,690,31.1,21.5,0.9,59.3,0
691,691,30.8,19.1,1.2,66.9,0
692,692,30.9,19.7,1.7,67.6,0
693,693,30.2,21.3,1.4,69,0
694,694,30.5,21.3,1.4,67.3,3.6
695,695,30.6,22.3,1.3,64.1,0
696,696,29.6,21.3,2.1,70.2,0
697,697,29.3,20.7,2,68.5,0
698,698,29.4,20.5,1.7,71.6,0
699,699,30,19.2,1.2,64.6,0
700,700,30.4,20,1.4,70.8,0
701,701,30,20.6,1.2,71.3,0
702,702,29.9,20.9,0.9,68.7,0
703,703,30.2,21,1.3,72,0
704,704,30.1,21,1.3,70.3,0
705,705,30.4,21,1.4,71.6,0
706,706,28.8,22.4,1.7,72.8,0
707,707,29.8,22.6,1.9,70.4,0
708,708,30.7,22.2,2.1,67.8,0
709,709,29.9,21.4,2.9,64.9,0
710,710,27.7,21.3,2.8,67.4,0
711,711,28.1,22.2,1.7,72.8,4.4
712,712,30.9,22.2,1.6,66.2,0
713,713,32,20.9,1.2,70.1,0
714,714,32.4,20.4,1.2,64.1,0
715,715,32.5,20.8,0.8,63.7,0
716,716,33.4,18,0.7,61.3,0
717,717,30.9,17.8,0.7,62.9,0
718,718,31.5,19.8,0.9,69.4,0
719,719,31.2,20.2,0.7,72.6,0
720,720,31.8,20.9,0.5,69.3,0
721,721,32,22.1,0.7,68.8,0
722,722,31.6,22.9,1.3,63.8,0
723,723,30.9,21.7,1.4,67.6,0
724,724,30.2,20.4,1.4,66.5,0
725,725,29.2,18.7,1.6,67.5,0
726,726,29,17.3,1.5,68.1,0
727,727,29.4,16.9,1.3,62.8,0
728,728,29.7,17.9,1.5,64.6,0
729,729,29.9,18.2,1.4,63,0
730,730,30.2,18.8,1.3,66.3,0
731,731,30.5,18.7,1.3,67.4,0
732,732,31.1,17.5,1.1,63.4,0
733,733,31,17.9,1.4,61.7,0
734,734,30.8,18.6,1.2,61.5,0
735,735,30.9,19.5,1.3,67.1,0
736,736,31.3,19.6,1.2,63.6,0
737,737,31.5,19.5,1.3,66.9,0
738,738,30.8,19.3,1.1,61.5,0
739,739,30.6,21.2,1.4,61.2,0
740,740,30.3,19.3,1.5,55.4,0
741,741,30.3,18.4,0.9,62.6,0
742,742,30.4,18,1,68.5,0
743,743,30.8,18.7,1.2,63.1,0
744,744,31,19.6,1.4,72.3,0
745,745,30.9,21.2,1.7,65,0
746,746,30.4,20.6,2,70.7,0
747,747,30.3,21.1,1.5,70.2,0
748,748,31.3,21.9,1.8,74.1,0
749,749,31.2,23.4,2.2,74.1,0
750,750,29.6,22.3,1.6,65.6,0
751,751,29.2,20.7,1.4,69.9,0
752,752,30.2,20.3,1.2,66.5,0
753,753,31.2,21.1,1.5,71.1,0
754,754,32,22.5,1.7,66,0
755,755,30.4,22.6,1.2,65.4,0
756,756,29.8,20.9,1.4,60.9,0
757,757,30.8,22.1,1.9,66.7,0
758,758,30.2,23.8,1.5,69.6,0
759,759,30.8,23.9,1.8,69.3,0
760,760,30.8,22.5,2.1,67,0
761,761,31,21.6,1.7,64.8,0
762,762,31,22.2,1.4,69.9,0
763,763,31,24.1,2.2,69.7,19.8
764,764,28.6,23.2,1.9,72.6,0
765,765,27.1,22.7,2.2,66.9,0
766,766,27.2,23.7,2.4,65.5,0
767,767,29.6,22.8,2.1,56.5,0
768,768,30.8,22.5,1.5,62.3,0
769,769,31.3,21.8,1.6,60.6,0
770,770,31.3,21.6,1.4,62.5,0
771,771,31.7,21.9,1.3,62.6,0
772,772,31.7,21.2,1.2,65.2,0
773,773,31.7,22.2,1.3,62.7,0
774,774,31.2,21.8,1.1,62.3,0
775,775,32.1,21.7,1.5,66.7,0
776,776,31.3,21.7,1.7,62.2,0
777,777,31.7,22.1,1.3,59.2,0
778,778,32.2,21.7,1.5,62.9,0
779,779,32.1,21.6,1.4,67,0
780,780,32.6,22.3,1.6,62.9,0
781,781,32,22.6,1.6,56.6,0
782,782,32.3,22.7,1.6,51.6,0
783,783,32.1,21.4,1.7,57,0
784,784,33.5,21.4,1.5,55.6,0
785,785,34,22.1,1.5,58.2,0
786,786,33.6,21.7,1.2,50.2,0
787,787,33.5,21.3,1.3,49.5,0
788,788,33.1,21.3,1.6,55.6,0
789,789,33,21.4,1.7,53.8,0
790,790,34.7,21.2,1.1,58.2,0
791,791,35.3,20.5,1.4,63.1,0
792,792,34.7,21.3,1.5,48.1,0
793,793,34.1,20.6,1.3,53.7,0
794,794,33,21.7,1.4,59.1,0
795,795,33.5,22.6,1.8,55.3,0
796,796,33.2,25,2.3,59.8,0
797,797,32.7,23.9,2.3,62.9,0
798,798,33.7,24.9,1.6,61.4,0
799,799,34.3,24.8,1.8,60.3,0
800,800,34.3,24.7,2,58.5,0
801,801,33.9,24.9,2.1,61.9,0
802,802,34.2,25.3,2.8,67.4,0
803,803,34.2,25,3,67.7,0
804,804,32.5,24.6,2.1,80.5,1
805,805,31.7,24.6,2.2,79,1
806,806,31.4,24,1.3,74.4,3.1
807,807,28.5,23.7,1.3,79.7,7.1
808,808,30.1,24.6,1.7,76.4,2
809,809,33,24.3,1.5,73.9,0
810,810,33.7,24.9,1.9,68.3,9.4
811,811,34.1,25.1,2,59.8,6.3
812,812,33.4,24.3,1.8,65.4,0
813,813,33.7,25,2.2,71.2,0
814,814,31.7,24.2,2.5,68.7,6.3
815,815,34.4,25.4,1.7,62.2,0
816,816,34.2,25.4,2.3,64.3,4.3
817,817,34.8,26.1,2.2,57.8,0
818,818,34.4,26.4,2.3,66.5,0
819,819,33.6,25.7,3.1,63.4,0
820,820,33.3,25,2.9,72.1,0
821,821,33.5,25.5,1.4,65.8,0
822,822,34.3,24.7,1.8,58.4,0
823,823,34.5,25.3,2.2,66.2,0
824,824,35.1,23.1,2.1,60.4,0
825,825,36.2,25,2,56.7,0
826,826,35.9,25.2,2.3,55.2,0
827,827,35.7,26.2,1.8,57.2,0
828,828,35.3,25.8,2,53.1,0
829,829,35.5,26.6,2.6,60.4,0
830,830,35.3,26.9,2.3,67.3,0
831,831,36.4,26.8,2.5,56.1,0
832,832,37.2,27.2,2.6,63.1,0
833,833,37.8,27.8,2.4,51.6,0
834,834,37.9,27.5,2.4,49.8,0
835,835,38,26.6,3,52.8,0
836,836,38.1,26.8,3.3,50.3,0
837,837,36.5,27.3,2.7,48.6,0
838,838,35.3,27.6,2.3,56.5,0
839,839,35,26.2,2.2,60.2,0
840,840,35.5,26.7,2.3,55.9,0
841,841,36,27.1,2.5,55.9,0
842,842,35.4,27.1,3.2,58.4,0
843,843,36.1,27.7,2.9,55,0
844,844,37.2,28.3,3.2,48.4,0
845,845,39.4,28.8,3.5,45,0
846,846,41.5,28.6,3.7,49.9,0
847,847,42.9,28.1,4.4,46.7,0
848,848,41.8,28,4,45.9,0
849,849,41.3,30.1,4.9,47.5,0
850,850,40,29.4,4.1,46.6,0
851,851,37.4,28.9,4.1,45.8,0
852,852,37.7,29,3.4,47.5,0
853,853,40.3,28.4,3.8,52.6,0
854,854,39.3,29.1,4.1,48.3,0
855,855,38.3,28.7,3.8,46.1,0
856,856,38.9,28.6,3.9,47.3,4.2
857,857,38.1,28.5,3.9,54.2,0
858,858,41.3,29.3,3.7,48.1,0
859,859,43.2,29.6,4.7,53.4,0
860,860,42.6,30.4,4.7,41.7,0
861,861,43.7,30.2,5.5,48.7,0
862,862,43.5,29.6,4.9,44.9,0
863,863,43.1,30.3,4.9,46.4,0
864,864,42.7,30,4.6,45.9,0
865,865,41.7,29.4,3.7,46,0
866,866,40.7,29.6,3.7,48.2,0
867,867,39.5,28.8,3.9,54.3,0
868,868,37.5,27.8,3.5,63.5,5.4
869,869,38.4,27.6,3.4,59.5,0
870,870,37.4,28.6,3,62.6,10.8
871,871,38.7,28.3,3.9,61.7,8.7
872,872,37.7,28.1,4.3,67.2,0
873,873,38.4,27.6,4.1,57.1,6.5
874,874,38,28.1,3.6,55.7,0
875,875,37.2,30,3.8,49.8,4.3
876,876,38.4,28,3.8,58.2,0
877,877,36.4,26.5,3.9,62.8,0
878,878,36.6,28.3,3.5,68,0
879,879,36.4,28.4,4,63.8,0
880,880,39.5,28.7,5,65.3,16.2
881,881,36.7,28.5,4.7,57.8,16.8
882,882,36.3,27.2,4.5,67.1,4.2
883,883,33.3,26.5,4.2,65.9,21
884,884,34.3,27.1,5.5,67,12.6
885,885,33.8,27,5.5,66.8,8.4
886,886,32.2,27.1,5.8,64.4,18.8
887,887,32.2,25.2,3.7,72.9,21.1
888,888,30.4,25.6,5.7,72.7,0
889,889,33.8,27.2,6,64.9,9.4
890,890,33.7,28.4,6.3,67.2,0
891,891,35.2,28.2,5.7,62.2,0
892,892,36.2,29.3,5.4,61.9,0
893,893,35.4,28.9,5.2,62.4,0
894,894,36.7,28.9,5.5,64.3,3.1
895,895,37.5,28.5,5.2,61.9,0
896,896,37.9,28.9,4.6,70.1,0
897,897,36.8,28.2,4.6,63.2,0
898,898,34.4,28.4,5.1,70.1,10.3
899,899,34.8,27.9,4.4,64.4,5.1
900,900,34.4,26.3,5.5,73.1,5.1
901,901,32.9,26.3,4.8,70.4,0
902,902,33.2,26.4,4.6,74.7,9.6
903,903,31.3,25.8,4.9,72.2,16.6
904,904,33.8,25.9,4.3,73.5,6
905,905,34.6,27.9,5,63,0
906,906,34.6,27.8,5.1,71.1,0
907,907,35.9,27.6,5.4,64.9,0
908,908,35.7,28.3,4.7,61.8,0
909,909,36.4,28.6,4.9,75.3,6.5
910,910,32.9,28.6,5.1,70,21.5
911,911,32.9,26.6,5.2,72.1,7.3
912,912,32.7,26.6,5.1,71.6,0
913,913,32.7,26.5,5,70.8,7.1
914,914,31.5,26.5,5.1,67.7,0
915,915,29.7,25.5,4.9,72.4,25.1
916,916,34.3,26.6,5.3,68.6,0
917,917,36,28,4.9,67.8,0
918,918,36.8,27.4,4.6,68.6,0
919,919,35.6,27.9,3.9,68,0
920,920,35.3,28.3,3.7,60.5,14.6
921,921,36.1,27.3,3.5,61.2,13.5
922,922,35.6,26.2,3,72.1,0
923,923,34.9,26.7,4.1,72.5,13.7
924,924,33.4,26.1,3.4,72.3,20.6
925,925,33.5,25.5,3.1,73,0
926,926,30.8,26.5,3.1,72.9,15.6
927,927,33.6,25.8,2.3,72.5,0
928,928,33.3,27.6,2.1,74.8,7.5
929,929,31.3,24.7,2.6,79.2,5.2
930,930,32.7,25.4,4.4,76.6,10.4
931,931,28.6,24.8,4,66.7,25.2
932,932,27.2,24.6,5,73,12.8
933,933,28.5,24.4,4.9,73.7,8.4
934,934,29.5,25.4,5.5,74,0
935,935,32,25.9,4.8,57.4,46
936,936,32.8,25.9,4.7,70.1,0
937,937,32.4,26.5,4.7,65,18.8
938,938,30.4,25.5,4.9,79.1,13.4
939,939,29.7,25.4,3.9,66.6,0
940,940,28.3,24.9,5.2,77.2,18.8
941,941,30.4,25.3,4.3,66.4,0
942,942,31.3,26,5.6,64.8,4.7
943,943,30.2,26.2,4.9,69.8,23.3
944,944,27.9,24.8,5,71,34.9
945,945,25.7,24.3,5.1,78.6,28
946,946,29,24.3,4.9,78.5,16.4
947,947,31.8,25.6,5.1,65.3,0
948,948,32.7,26.8,4.7,66.9,0
949,949,34,26.9,4.6,72.9,1.9
950,950,31.7,26.4,4.3,78.8,1.9
951,951,31.4,26.5,3.7,71,5.8
952,952,32,25.9,3.7,72.7,21.7
953,953,32.1,25,2.6,74.9,0
954,954,32.6,25,2.8,78.7,0
955,955,31.1,25.9,2.2,78.3,16.8
956,956,32.7,26.4,2.8,75.9,18.9
957,957,31.6,25.5,3,75.9,0
958,958,34,26,3.5,69.3,0
959,959,34.5,26.3,2.7,66.2,0
960,960,33.9,27.6,2.4,69,11.9
961,961,31.8,25.8,2.6,78,41.1
962,962,32.5,26.7,2.5,76.3,10
963,963,33.7,26.8,1.6,74.2,0
964,964,33.7,27.1,2.1,76.6,0
965,965,33.7,27.1,2,70.6,0
966,966,33,26.7,2.2,73,13.1
967,967,33.7,26.6,2.4,69,0
968,968,33.3,27.1,1.8,79.8,0
969,969,33.6,27.1,2.8,72.8,0
970,970,33.4,27.5,2.5,70.4,0
971,971,33.4,26.9,2.8,76.5,0
972,972,33.7,26.8,2,74.7,0
973,973,33.4,26.4,2.3,75.3,4.4
974,974,33.8,26.7,2.7,75.9,10.1
975,975,29,25.9,2.4,68.7,15.2
976,976,29.1,25.2,2.9,81.8,16.7
977,977,29.1,25.4,2.5,72.3,28.1
978,978,29.2,25.8,2.4,75.5,22.5
979,979,29.3,25.4,4.7,69.4,6.3
980,980,32.3,26,3.5,64.1,4.1
981,981,33.5,26.4,3.5,67.6,0
982,982,33,26.7,4.5,81.2,0
983,983,30.8,26.9,5.2,67.1,11.8
984,984,30.3,26.8,5.8,63.6,23.5
985,985,32,26.9,4.8,70.4,4.3
986,986,34.2,26.6,3.9,66.3,0
987,987,32.2,26.2,3.3,75.1,6.8
988,988,31.3,25.9,3.1,75.6,4.3
989,989,31.1,25.9,3.1,71.9,7
990,990,33.9,25.8,2.7,70.6,0
991,991,34.7,26.3,2.7,72.3,0
992,992,33.7,26.6,3.1,71.6,0
993,993,34.6,25.7,3.2,72.3,0
994,994,35.5,26.2,2.9,68.8,0
995,995,34.5,25.4,2.5,73.6,0
996,996,34.6,24.5,2,70.9,0
997,997,34.7,25.2,2.3,71.1,0
998,998,34.6,26.3,1.8,68.4,0
999,999,32.6,26.1,1.3,74,0
1000,1000,33,25.9,2.2,61.7,0
1001,1001,33.4,25.6,2.5,73.2,0
1002,1002,34.5,26,1.8,73,0
1003,1003,34.4,26.4,2.1,74.3,2.8
1004,1004,33.3,26.4,2.2,72.3,0
1005,1005,33.8,26.3,1.9,74.2,2.8
1006,1006,34.5,25.8,1.7,72.5,0
1007,1007,34.3,25.8,1.6,72.4,0
1008,1008,34,26,1.9,76.5,0
1009,1009,33.3,25.5,2.1,75.5,0
1010,1010,33.8,25.2,2.2,73,0
1011,1011,33.7,24.9,2.5,71.1,0
1012,1012,33.4,25,2.1,78.9,0
1013,1013,33.6,25.6,2.3,70.9,15.4
1014,1014,32.7,25.8,2.8,78.1,0
1015,1015,33.4,25.5,2.5,71.1,0
1016,1016,33.6,25.3,2.3,72.4,0
1017,1017,33.5,25.4,2.3,75.9,0
1018,1018,30.9,25.6,2.3,76.4,9.1
1019,1019,31.7,24.9,2,64.3,20.8
1020,1020,28.7,24.5,2.5,75.3,18.2
1021,1021,32.3,24.6,2.8,76.4,0
1022,1022,31.8,24,2.5,76.2,12.9
1023,1023,33,22.9,2.6,73.1,3.5
1024,1024,33.4,22.1,2.2,65.5,0
1025,1025,32.7,22.3,1.7,63.2,0
1026,1026,32.3,21.4,1.4,63.6,0
1027,1027,33.7,21.2,1.6,61.9,0
1028,1028,33.2,20.8,2,63.7,0
1029,1029,34.4,20.8,1.2,61.2,0
1030,1030,34.6,20.5,1.7,59,0
1031,1031,33.4,20.5,1.8,60.4,0
1032,1032,32.7,21.3,1.9,67.3,0
1033,1033,32.2,21.1,1.8,62.9,0
1034,1034,32.9,21.5,1.8,66,0
1035,1035,32.4,20.8,1.5,66.7,0
1036,1036,32.4,21.5,1.2,63.9,0
1037,1037,32.6,22.1,1.5,70.9,0
1038,1038,32.7,23.2,1.7,70.3,0
1039,1039,31.9,23.1,1.7,68.5,0
1040,1040,32,21.4,2,66.1,0
1041,1041,32,22.3,1.5,70.9,0
1042,1042,30,22.7,2.9,75.3,4.4
1043,1043,27.6,22.7,3.4,67.5,8.1
1044,1044,29.5,23.5,3.7,68.8,9.9
1045,1045,31,24.4,2.5,74.9,6.9
1046,1046,31.4,24.9,2.4,70.2,0
1047,1047,32.1,25.3,1.7,76.5,0
1048,1048,31.9,25.4,2.2,76.2,0
1049,1049,32.3,24,2.3,76.7,0
1050,1050,31.6,24.2,2.1,73.8,0
1051,1051,32,24.4,2.3,79.8,0
1052,1052,31.5,23.3,2.4,68.7,0
1053,1053,29.5,22.1,2.4,69.9,0
1054,1054,29.8,21.5,3.4,74,0
1055,1055,28.3,22.3,4,80.6,6
1056,1056,26.9,22.7,3.2,76.4,6
1057,1057,28.5,23.1,2.7,72.9,3
1058,1058,30.5,23.7,2,70,0
1059,1059,29.9,23.9,1.7,70.8,0
1060,1060,30.7,22.8,1.7,69.7,0
1061,1061,30.8,21.5,1.7,68.1,0
1062,1062,31.2,21.8,1.8,67.4,0
1063,1063,30.9,21.2,2.3,73.1,0
1064,1064,30.3,20.6,2.3,65.6,0
1065,1065,30.7,20.2,1.8,66.2,0
1066,1066,30.6,20.9,2.2,71.7,0
1067,1067,31,21,1.9,69.1,0
1068,1068,31,21.6,1.5,72.7,0
1069,1069,30.9,21.6,1.6,71.7,0
1070,1070,31.1,21.9,2.2,73.9,0
1071,1071,31,22,2.3,77.9,0
1072,1072,31,21.7,1.9,73.2,0
1073,1073,30.7,20.3,1.7,73.8,0
1074,1074,30.6,20.6,2,75,0
1075,1075,30.5,20.8,2.6,67.9,0
1076,1076,30.3,20,2.3,63.8,0
1077,1077,30.3,19.7,1.8,69.3,0
1078,1078,30.4,19.2,1.3,63.1,0
1079,1079,31,19.4,1.5,79.1,0
1080,1080,30.5,20.1,1.8,68.1,0
1081,1081,30.9,20.3,1.3,69.6,0
1082,1082,30.5,22.2,1.5,78,0
1083,1083,30.4,20.9,1.4,62.7,0
1084,1084,30.9,20.3,1.2,66.6,0
1085,1085,31.4,20.5,1.1,63.4,0
1086,1086,30.2,19,1.2,58.3,0
1087,1087,30.5,19,1.5,57.7,0
1088,1088,30.1,18.9,1.4,61.8,0
1089,1089,29.7,19.2,1.7,64.4,0
1090,1090,29.9,18.8,1.8,67.2,0
1091,1091,29.3,20.6,1.8,66.9,0
1092,1092,30,21.7,1.9,66.8,0
1093,1093,29.5,20,1.5,65.2,0
1094,1094,30,20,1.9,68.3,0
1095,1095,30.1,19.6,2.3,65.5,0
1096,1096,30.5,20.8,2.4,76.9,0
1097,1097,30.8,21.3,2.8,73.1,0
1098,1098,29.9,21.7,3.3,71.4,0
1099,1099,30.4,21.4,2.7,65,0
1100,1100,30.2,20.1,2.3,67.3,0
1101,1101,30.5,19.5,2.6,67.8,0
1102,1102,30.1,20.4,2.7,67.5,0
1103,1103,29.9,20.3,2.7,59,0
1104,1104,30.2,19.7,2.5,64.7,0
1105,1105,30.3,19.2,2.1,62.9,0
1106,1106,30.6,19.6,2.1,65.6,0
1107,1107,30.5,19.3,1.8,63.8,0
1108,1108,30,19.4,2.3,63,0
1109,1109,30.6,19.4,2.4,58.8,0
1110,1110,30.9,19.5,2.4,63,0
1111,1111,31.1,20.3,2.4,56.6,0
1112,1112,31.1,19.3,2.4,59.2,0
1113,1113,31.3,19.7,2.3,60.9,0
1114,1114,31.3,20,1.9,61.4,0
1115,1115,32.1,20.3,2.1,61.8,0
1116,1116,32,19.9,2.2,68.7,0
1117,1117,32.3,19.8,2.5,60.5,0
1118,1118,32.4,20.4,2.1,64.1,0
1119,1119,31.7,21.1,2,55.9,0
1120,1120,31.9,21.5,1.8,58.8,0
1121,1121,32.3,22.3,2.4,61.1,0
1122,1122,31.9,22.1,1.9,59.9,0
1123,1123,32.1,22.2,1.9,62,0
1124,1124,32.1,22.3,1.9,58.7,0
1125,1125,32,22.5,2.4,63.8,0
1126,1126,32.3,22,2.1,65.9,0
1127,1127,32.1,21.9,2.2,56.5,0
1128,1128,32,21.6,2.2,56.6,0
1129,1129,31.4,21.2,2.2,62.5,0
1130,1130,32,21.9,2.1,65.9,0
1131,1131,31.5,21.3,1.8,58.2,0
1132,1132,32.5,21.3,1.6,59.2,0
1133,1133,33.6,21.4,1.6,60.3,0
1134,1134,32.8,21.5,1.9,57.7,0
1135,1135,32.6,21.2,2.5,59.3,0
1136,1136,31.8,21.3,2.7,59.3,0
1137,1137,31.7,22.1,2.9,59.9,0
1138,1138,33,21.4,1.9,57.2,0
1139,1139,32.8,21,2.5,52.3,0
1140,1140,32.6,21.8,2.6,55.6,0
1141,1141,32.9,21.5,2.3,57.6,0
1142,1142,33.7,21.3,2.4,56.7,0
1143,1143,34.3,22,1.7,54.8,0
1144,1144,35.1,23.2,2.6,57.6,0
1145,1145,35.3,23.5,2.3,53.9,0
1146,1146,35.9,24.3,1.8,52.6,0
1147,1147,35,22.9,1.7,51.4,0
1148,1148,35.3,24,2.5,49.2,0
1149,1149,36.9,23.2,2.3,53.3,0
1150,1150,33.3,23.5,2.1,42.9,0
1151,1151,34.4,23.1,1.9,56,0
1152,1152,34.5,23.4,2.2,56.3,0
1153,1153,35.1,23.8,2.4,42.5,0
1154,1154,35.3,23.9,2.4,41.8,0
1155,1155,34.2,23.8,2.5,48.1,0
1156,1156,33.6,23,2.5,54.1,0
1157,1157,32.1,22,3.1,66.2,0
1158,1158,32.6,24.8,3.8,55.3,0
1159,1159,34.7,23.3,2.8,52.5,0
1160,1160,35.5,22.9,2.2,54.8,0
1161,1161,33.9,22.7,2.6,46,0
1162,1162,32.9,24,2.3,50.2,0
1163,1163,31.2,24,2,60.2,0
1164,1164,33.9,23.7,1.8,61.6,0
1165,1165,33.1,22.4,2.1,50.8,0
1166,1166,33.8,22.9,2.1,54.9,0
1167,1167,34.1,23.2,2.1,52.8,0
1168,1168,34,24.6,2.7,60,0
1169,1169,33.2,24.5,2.6,58.9,0
1170,1170,33.6,24.6,2.9,54,0
1171,1171,34.1,24.1,2.6,55.3,0
1172,1172,33.9,23.4,2.3,55.8,0
1173,1173,34.5,23.8,2.4,55.4,0
1174,1174,34.8,23.2,2.3,55.6,0
1175,1175,34.8,24.3,2.1,50.6,0
1176,1176,35,24.5,2.4,50.8,0
1177,1177,34.7,24.8,2.3,53.2,0
1178,1178,35.3,25.6,2.4,55.1,0
1179,1179,35.8,26.4,2.7,49.6,0
1180,1180,35.9,25.5,2,50.5,0
1181,1181,35.7,24.7,2.4,55.1,0
1182,1182,35.6,25.6,2.7,57.3,0
1183,1183,36,25.7,2,51.4,0
1184,1184,36.2,26.8,2.6,47.3,0
1185,1185,36.3,26,2.5,48.4,0
1186,1186,36.1,26.3,3,46.8,0
1187,1187,34.7,25.9,2.7,60.2,0
1188,1188,34.8,25.9,2.6,64.8,0
1189,1189,35.1,25.3,2.5,58.9,0
1190,1190,36,25.3,2.1,55.4,0
1191,1191,35.9,25.3,2.2,52.1,0
1192,1192,36.6,25.3,2.1,49.9,0
1193,1193,37.6,25.6,2.5,45.1,0
1194,1194,36.5,25.8,2.5,48.8,0
1195,1195,36.8,26.5,2.1,44,0
1196,1196,37,27.3,2.9,46.6,0
1197,1197,36.3,28.6,2.5,46.3,0
1198,1198,36.8,28.6,2.7,43.8,0
1199,1199,38.1,27.8,3.3,44.3,0
1200,1200,39.8,29.4,3.7,39,0
1201,1201,39.3,29.4,3.4,38.1,0
1202,1202,37.9,28.7,2.9,39,0
1203,1203,37.8,27.7,2.6,53.3,0
1204,1204,36.9,28.2,2.6,41.8,0
1205,1205,37.3,28.1,2.9,46.3,0
1206,1206,37.3,27.9,2.3,44.6,0
1207,1207,37.2,27.5,2.6,43.2,0
1208,1208,37.2,27.7,2.6,42.3,0
1209,1209,37.6,28,2.7,43,0
1210,1210,37.5,28.3,3,48,0
1211,1211,37.6,28.5,3.1,44.4,0
1212,1212,38.1,28.4,3.1,41.2,0
1213,1213,37.1,25.1,3.6,42.3,6.9
1214,1214,36.6,25,3.6,43.9,0
1215,1215,37.8,26.8,3,43.4,0
1216,1216,37.8,28.3,2.8,41.8,0
1217,1217,37.3,28.6,3.4,42.3,0
1218,1218,38.1,28.2,3,44.6,0
1219,1219,38.5,28.9,3.7,35.9,0
1220,1220,39.1,29.4,3.5,31.8,0
1221,1221,38.2,29.1,3,40.3,0
1222,1222,37.9,29.4,3,41.9,0
1223,1223,37.5,29.4,4,49,6.6
1224,1224,37.5,28.6,3.1,55.2,0
1225,1225,36.8,27.8,3,59.4,0
1226,1226,36.8,28.7,3,49.8,0
1227,1227,36.7,28,2.8,58.3,0
1228,1228,36.9,29,2.7,54.3,9.1
1229,1229,35.5,28.4,3.4,64,0
1230,1230,36.3,27,2.9,56.3,19.1
1231,1231,36.5,26.5,3.6,57.1,0
1232,1232,36.9,27.5,4.5,57,12.7
1233,1233,37.8,26.9,4.5,59.5,5.9
1234,1234,40.6,29.3,5.4,54,0
1235,1235,40.7,29.8,3.8,45.5,0
1236,1236,38.2,29.2,3.4,47.7,0
1237,1237,37,29.3,3.1,45.4,0
1238,1238,37.3,29.5,3.9,52.5,6
1239,1239,32.6,27.2,3.2,54.5,6
1240,1240,37.4,28.8,3.6,48.4,0
1241,1241,38,28.3,4.9,59.9,0
1242,1242,40.3,28.1,4.6,51.2,0
1243,1243,40.9,29.5,4.9,51.4,0
1244,1244,40.6,29.6,5.6,54.4,0
1245,1245,36.7,28.2,5.6,60.3,0
1246,1246,35,27.8,4.8,59.7,13.5
1247,1247,37.2,28.3,4,55,0
1248,1248,39.1,28.3,5.5,45,0
1249,1249,41.8,30.6,4.5,38.7,0
1250,1250,40.6,30.5,4,47.8,3.9
1251,1251,33.7,26.2,4.3,57.7,18.6
1252,1252,33.6,27,5,51.6,6.2
1253,1253,37.1,26.7,4.2,51,0
1254,1254,39.5,29.3,4.2,52.8,0
1255,1255,40.4,29.3,4.4,53.5,0
1256,1256,40.6,29.3,4.7,51.7,0
1257,1257,33.6,29.5,4.2,47.1,0
