Date,MaxT,MinT,WindSpeed,Humidity ,Precipitation
6/1/2010 0:00,41.8,30.7,4.2,50.5,0
6/2/2010 0:00,42,30.6,4.4,51.6,0
6/3/2010 0:00,42.2,30.8,3.9,45.4,0
6/4/2010 0:00,37.2,30.2,4.1,50.2,0
6/5/2010 0:00,35.5,28.2,4.5,51.2,7.8
6/6/2010 0:00,41.3,29.6,5.2,56.3,0
6/7/2010 0:00,43.1,30.7,4.8,48.2,0
6/8/2010 0:00,38.7,28.5,4.6,48,0
6/9/2010 0:00,35.3,28.1,2.4,66.8,12.5
6/10/2010 0:00,35.7,27.6,2.9,51.9,0
6/11/2010 0:00,35.2,27.9,2.9,70,10.5
6/12/2010 0:00,32,26.8,3.1,61.1,19.1
6/13/2010 0:00,33.2,26.6,3,55.7,12.9
6/14/2010 0:00,33.7,26.8,4.4,62.3,12.9
6/15/2010 0:00,34.8,26.7,5.3,68.5,4.3
6/16/2010 0:00,35.1,26.5,5,79.4,7.9
6/17/2010 0:00,34.7,28.1,4.9,77.4,5.5
6/18/2010 0:00,33.5,26.2,4.2,78.7,0
6/19/2010 0:00,30.8,26.5,3.2,72.9,21.8
6/20/2010 0:00,31.7,25.6,3.4,82.6,16.4
6/21/2010 0:00,33.1,27,3.9,81.9,4.8
6/22/2010 0:00,34.6,28.1,4.6,73.1,0
6/23/2010 0:00,34.9,29,4.3,74.1,6.7
6/24/2010 0:00,30.2,27,4.6,74.2,11.5
6/25/2010 0:00,34.7,27,4.3,66.6,0
6/26/2010 0:00,37.1,28,3.8,70.4,5.1
6/27/2010 0:00,36.9,28.4,4.1,76.1,0
6/28/2010 0:00,37.6,28.9,4.1,74.5,0
6/29/2010 0:00,37.2,28,3.9,70.8,0
6/30/2010 0:00,36.2,26.1,3.8,74.8,25.7
7/1/2010 0:00,31.4,26.5,4,79.8,8.1
7/2/2010 0:00,29.8,25.6,5,80.6,12.1
7/3/2010 0:00,32.8,27.1,4.3,74.9,8.1
7/4/2010 0:00,31.1,26.2,4.3,76.5,4
7/5/2010 0:00,29.9,24.8,4,76.4,24.3
7/6/2010 0:00,29.6,24.7,3.4,83.3,0
7/7/2010 0:00,27.8,25.2,3.5,80.4,41.7
7/8/2010 0:00,30.3,24.4,3.2,90.8,0
7/9/2010 0:00,33.4,26.1,3.5,80.1,0
7/10/2010 0:00,34,26.8,3.2,79.5,13.9
7/11/2010 0:00,32.6,28.2,3.8,76.3,0
7/12/2010 0:00,29.2,25.8,3.1,84.1,28.9
7/13/2010 0:00,33.9,26.6,4.1,77.8,8.4
7/14/2010 0:00,34.9,28.1,4,76.2,0
7/15/2010 0:00,33.9,28.1,3.5,77.8,0
7/16/2010 0:00,30.7,26.7,3.5,77,17
7/17/2010 0:00,32.2,26.1,3.2,84.8,0
7/18/2010 0:00,33.9,26.9,3.6,85.6,0
7/19/2010 0:00,34.6,27.6,3.7,78.8,11.4
7/20/2010 0:00,33.3,26.7,4.2,85.8,11.4
7/21/2010 0:00,29.6,25.6,4.3,85.3,18.8
7/22/2010 0:00,32.1,26.2,4.7,85.8,6.3
7/23/2010 0:00,33.2,26.6,4.2,82.5,6.3
7/24/2010 0:00,26.9,25.2,5,79.1,43.8
7/25/2010 0:00,27.3,24.7,5.9,82.4,37.5
7/26/2010 0:00,31.5,26,5.6,80.1,0
7/27/2010 0:00,31.9,26.4,4.6,77.9,0
7/28/2010 0:00,29.5,25.9,4.1,83.6,15.5
7/29/2010 0:00,29.8,25.8,4.2,79.6,7.7
7/30/2010 0:00,30.8,25.7,4.8,82.8,7.7
7/31/2010 0:00,32.5,25.6,5.1,81.6,7.7
8/1/2010 0:00,33.7,26.8,5.2,78.8,0
8/2/2010 0:00,32.9,27.8,5.2,76.6,4.8
8/3/2010 0:00,31.4,27.1,5.2,80.4,12.9
8/4/2010 0:00,29.7,26.2,4.7,76.9,21
8/5/2010 0:00,29.3,25.7,4.5,78.8,9.7
8/6/2010 0:00,30.2,25.6,5.5,83.8,0
8/7/2010 0:00,32.8,25.1,4.1,77.8,0
8/8/2010 0:00,34.2,26.3,3.3,81.1,0
8/9/2010 0:00,34.3,26.9,3.4,75.5,8.6
8/10/2010 0:00,35.3,27.7,3.4,75.9,0
8/11/2010 0:00,34.4,28.2,3.2,77,0
8/12/2010 0:00,34.5,27.7,2.7,80,15.2
8/13/2010 0:00,30,26.1,2.9,86.5,42.4
8/14/2010 0:00,33,26.7,2.7,84.6,9.2
8/15/2010 0:00,33.2,27.4,1.7,82.3,21.2
8/16/2010 0:00,34.1,27.4,2.2,79,6
8/17/2010 0:00,33.6,27,2.4,77.6,18
8/18/2010 0:00,32.5,26.7,3.5,86.4,6
8/19/2010 0:00,34.4,27.4,2.7,81.2,24
8/20/2010 0:00,32.7,26.6,1.9,86,17.7
8/21/2010 0:00,33.7,27.2,1.7,89.4,0
8/22/2010 0:00,34.7,25.7,2.4,80.9,0
8/23/2010 0:00,35,27.2,3.1,81.4,0
8/24/2010 0:00,33.7,26.8,2.3,86.3,0
8/25/2010 0:00,32.8,26.1,2.7,89.2,13.7
8/26/2010 0:00,30.4,26.3,2,83.3,34.6
8/27/2010 0:00,32.3,26.6,2.9,82.7,17.4
8/28/2010 0:00,32.7,27.1,2.9,85.3,11.5
8/29/2010 0:00,30.6,25.9,3.5,88.4,31.7
8/30/2010 0:00,28.1,24.9,4.5,90.4,25.9
8/31/2010 0:00,32.6,24.8,5,86.2,5.8
9/1/2010 0:00,33.4,27.1,4.7,77.4,10.8
9/2/2010 0:00,33.1,27.5,4.2,82,0
9/3/2010 0:00,29.9,25.8,4.1,85.2,40.1
9/4/2010 0:00,30.4,24.9,4.5,82.2,0
9/5/2010 0:00,29.1,25.7,4.8,85.5,0
9/6/2010 0:00,30.7,25.9,4.4,86.1,9.6
9/7/2010 0:00,28.2,25.8,4.3,86.3,22.9
9/8/2010 0:00,30.3,25.4,4.5,82.6,6.5
9/9/2010 0:00,33.1,26.7,3.9,82.2,0
9/10/2010 0:00,32.6,25.7,3.3,82.1,6.5
9/11/2010 0:00,33.6,25.8,3,80.5,5
9/12/2010 0:00,32.7,25.8,2.8,79.5,11.7
9/13/2010 0:00,33.2,25.7,2.4,80.7,8.3
9/14/2010 0:00,32.4,25.7,2.6,85.9,8.3
9/15/2010 0:00,31.8,25.6,3,83.6,23.3
9/16/2010 0:00,32,26.2,3.3,86.6,4.8
9/17/2010 0:00,30.2,25.1,3.4,84.7,26.1
9/18/2010 0:00,31.6,25.9,3.2,88.4,6.8
9/19/2010 0:00,32.6,25.7,2.8,75.6,9.7
9/20/2010 0:00,33.4,26.5,2.7,81.7,3.9
9/21/2010 0:00,33.9,26.7,1.1,76.3,0
9/22/2010 0:00,33.9,26.2,1.3,80.1,0
9/23/2010 0:00,34.3,27.1,1.5,81.6,0
9/24/2010 0:00,33.5,26.9,1.6,81.9,12.5
9/25/2010 0:00,34.5,26.5,1.6,81.3,6.2
9/26/2010 0:00,34.2,26.3,1.7,83.4,0
9/27/2010 0:00,34.1,26.9,2.4,78.5,10.8
9/28/2010 0:00,34.3,26.7,2.4,78.5,0
9/29/2010 0:00,34.4,26.4,1.8,76.5,10.8
9/30/2010 0:00,33.7,26.1,2.2,73.1,0
10/1/2010 0:00,30.9,25.4,2.4,79.5,21.1
10/2/2010 0:00,32.3,25.8,1.4,82.7,15
10/3/2010 0:00,33.2,25.9,2.1,82.9,0
10/4/2010 0:00,34.1,26.2,1.5,80.8,10.6
10/5/2010 0:00,32.7,26.3,1.8,81.6,40.6
10/6/2010 0:00,29.6,25.2,2.4,84.4,49
10/7/2010 0:00,29.4,26.1,2.8,81.1,31.6
10/8/2010 0:00,34,25.9,2.2,76.8,0
10/9/2010 0:00,33.9,26.9,2,79.3,0
10/10/2010 0:00,34.6,27.1,2.4,70.5,0
10/11/2010 0:00,34.3,26.3,2.5,75.4,13.1
10/12/2010 0:00,34.7,25.3,2.3,69.9,0
10/13/2010 0:00,35.5,25.1,2,71.3,0
10/14/2010 0:00,35,24.2,2.5,63.1,0
10/15/2010 0:00,30.3,24.9,3.1,65.9,19.6
10/16/2010 0:00,30.1,24.6,4.1,77.1,0
10/17/2010 0:00,31.6,25.5,3.5,74,0
10/18/2010 0:00,32,26.1,3,86.5,17.5
10/19/2010 0:00,33.3,25.6,2.2,83.2,0
10/20/2010 0:00,33.4,25.6,1.5,81.6,0
10/21/2010 0:00,34.1,26,2,80.4,0
10/22/2010 0:00,34.3,26.8,2.2,83.2,0
10/23/2010 0:00,34.3,25.5,2.3,79.1,28.1
10/24/2010 0:00,31.8,25.4,1.6,78.6,39.7
10/25/2010 0:00,29.6,25.1,2.2,76.9,23.2
10/26/2010 0:00,30.5,24.6,2.2,77.4,16.7
10/27/2010 0:00,32.8,24.5,2.7,69.3,0
10/28/2010 0:00,31.2,24.3,3,77.7,8.4
10/29/2010 0:00,29.2,23.5,2.3,78.2,37.6
10/30/2010 0:00,26.3,23.6,2.6,88.9,50.2
10/31/2010 0:00,25,23.1,3.1,81.1,46
11/1/2010 0:00,25.6,23,2.7,82.9,27.4
11/2/2010 0:00,27,23.3,2.6,84.8,31.3
11/3/2010 0:00,30.4,24.4,2.4,86.3,0
11/4/2010 0:00,31.2,24.8,2.1,82.7,0
11/5/2010 0:00,31.3,24.3,1.8,78.7,13.7
11/6/2010 0:00,30.4,23.5,2.2,73.3,9.2
11/7/2010 0:00,28,23.5,3.6,82.2,18.3
11/8/2010 0:00,30.6,25.4,4.2,79.1,0
11/9/2010 0:00,30.8,24.9,2.6,84.2,0
11/10/2010 0:00,31.8,25.2,1.8,81.7,9.2
11/11/2010 0:00,31.8,25,1.6,79.3,0
11/12/2010 0:00,31.3,24.7,1.7,81.2,4.4
11/13/2010 0:00,32.5,24.7,1.6,78.8,5.3
11/14/2010 0:00,31.3,25.1,1.6,79,5.3
11/15/2010 0:00,30.9,24.3,2,80.2,0
11/16/2010 0:00,29.8,24.3,2.4,81.6,6.5
11/17/2010 0:00,29.8,24.4,2.9,81.8,0
11/18/2010 0:00,31.4,24.5,2.5,84,0
11/19/2010 0:00,32.2,24.5,1.8,81.9,0
11/20/2010 0:00,32.3,24.4,1.6,80.7,0
11/21/2010 0:00,32.8,24.8,1.9,77.9,0
11/22/2010 0:00,32.3,24.1,2.3,76.7,0
11/23/2010 0:00,31.7,23.9,2.3,74.8,0
11/24/2010 0:00,31.7,25.1,1.9,78.2,0
11/25/2010 0:00,31.4,24.7,2,75.2,0
11/26/2010 0:00,30.9,22.2,2.1,79.1,0
11/27/2010 0:00,30.8,22,2.1,81.4,2.7
11/28/2010 0:00,32,22.8,2.2,78.7,0
11/29/2010 0:00,31.9,23.2,2,78.9,4.3
11/30/2010 0:00,31.4,23.1,1.9,76.4,0
12/1/2010 0:00,30.7,23.4,1.7,79.7,0
12/2/2010 0:00,30.4,24,2.3,81.5,0
12/3/2010 0:00,30.3,22.7,2.4,78.7,0
12/4/2010 0:00,29.3,21.6,2.2,74.2,5.2
12/5/2010 0:00,26.5,22.7,2.9,69.1,15.6
12/6/2010 0:00,24.2,20.6,3.3,69.1,13
12/7/2010 0:00,23.7,21.5,2.8,84.5,20.9
12/8/2010 0:00,25.9,22.9,2.6,86.4,2.8
12/9/2010 0:00,27.4,23.1,2.3,85.5,0
12/10/2010 0:00,30.1,22.1,1.3,77.9,0
12/11/2010 0:00,29.7,22.7,1.2,75.7,0
12/12/2010 0:00,31.1,22.9,2.1,73,0
12/13/2010 0:00,30.5,23.6,1.4,78.4,0
12/14/2010 0:00,30.4,23,1.4,81.5,0
12/15/2010 0:00,29,22.5,1.8,78,0
12/16/2010 0:00,27.9,20.5,1.7,75.9,0
12/17/2010 0:00,28.1,19.6,1.4,73.4,0
12/18/2010 0:00,28.5,16.7,2,68.3,0
12/19/2010 0:00,27.9,16.9,2.7,71.7,0
12/20/2010 0:00,28.3,17.8,2.4,60.9,0
12/21/2010 0:00,28.4,16.5,1.8,67.5,0
12/22/2010 0:00,28.9,15.9,1.2,60.4,0
12/23/2010 0:00,29,17.1,1.6,59.5,0
12/24/2010 0:00,28.8,18.1,1.7,69.6,0
12/25/2010 0:00,29,18.2,1.6,66.9,0
12/26/2010 0:00,28.9,18.4,2.1,64.8,0
12/27/2010 0:00,28.4,18.4,2.1,69.1,0
12/28/2010 0:00,28.4,18.5,2.3,73.6,0
12/29/2010 0:00,28,19.3,2,70.9,0
12/30/2010 0:00,28.7,19.4,2.1,74.2,0
12/31/2010 0:00,29.2,19,2.2,77.1,0
1/1/2011 0:00,29.9,20.5,2.2,68.6,0
1/2/2011 0:00,29.3,20.7,2.2,68.8,0
1/3/2011 0:00,28.7,22,2.9,71.7,0
1/4/2011 0:00,28,21,2.4,79.3,0
1/5/2011 0:00,27.7,19.7,2.6,71,0
1/6/2011 0:00,27.9,17.3,2.6,59.6,0
1/7/2011 0:00,27.9,16.7,1.9,69.7,0
1/8/2011 0:00,28.8,18.1,1.7,63.9,0
1/9/2011 0:00,30.4,18.8,1.4,69.5,0
1/10/2011 0:00,30.4,19.6,2.1,62.3,0
1/11/2011 0:00,28.9,18.3,1.8,59.9,0
1/12/2011 0:00,29.4,16.8,1.8,60.5,0
1/13/2011 0:00,29.2,17.2,1.8,63.7,0
1/14/2011 0:00,30.2,17.5,1.9,64.1,0
1/15/2011 0:00,29.4,17.7,2.2,69.2,0
1/16/2011 0:00,30.5,17.8,1.6,68.8,0
1/17/2011 0:00,30.6,19.4,1.6,59.5,0
1/18/2011 0:00,30.3,18.7,1.4,58.4,0
1/19/2011 0:00,30.7,19.6,1.3,64.8,0
1/20/2011 0:00,29.7,19.8,1.9,69,0
1/21/2011 0:00,29.7,19.9,2,64.5,0
1/22/2011 0:00,29.5,20.5,1.9,64.3,0
1/23/2011 0:00,29.6,19.7,2.3,68.4,0
1/24/2011 0:00,30.1,19.2,2.4,68.1,0
1/25/2011 0:00,29.9,19,2.1,69,0
1/26/2011 0:00,30.4,19.4,2.4,72.2,0
1/27/2011 0:00,31.2,19.1,2.6,70.4,0
1/28/2011 0:00,31.1,19.5,2.3,66.8,0
1/29/2011 0:00,30.8,21.1,2.5,66.3,0
1/30/2011 0:00,30.2,21.2,2.4,69.9,0
1/31/2011 0:00,30.9,19.7,2.7,72.4,0
2/1/2011 0:00,31.8,19.8,2.3,67,0
2/2/2011 0:00,30.6,20.6,2.4,61.8,0
2/3/2011 0:00,30.2,21.2,2.5,57.5,0
2/4/2011 0:00,30.5,20.3,1.8,67,0
2/5/2011 0:00,30.6,20.2,2.2,61.9,0
2/6/2011 0:00,30.8,20,1.9,64.9,0
2/7/2011 0:00,30.6,20.3,2.3,62.8,0
2/8/2011 0:00,31.8,19.6,2.1,62.5,0
2/9/2011 0:00,32.1,19.1,2.1,61.7,0
2/10/2011 0:00,32.5,19.5,2.4,55.6,0
2/11/2011 0:00,32.3,18.7,2.4,62.6,0
2/12/2011 0:00,32.6,20.2,2.1,56.7,0
2/13/2011 0:00,33.3,19.8,2,61.1,0
2/14/2011 0:00,33.1,19.6,2.2,63.6,0
2/15/2011 0:00,32,19.7,2.6,56.7,0
2/16/2011 0:00,31.1,20.7,2,70.6,0
2/17/2011 0:00,31.9,21.9,1.8,65.8,0
2/18/2011 0:00,31.9,23.2,2.2,63.2,0
2/19/2011 0:00,32.1,24.1,2.9,72.6,1.4
2/20/2011 0:00,31.8,24.5,2.9,78.8,0
2/21/2011 0:00,31.2,22.8,2.9,80.1,4.7
2/22/2011 0:00,30.5,22.6,2.8,71.9,0
2/23/2011 0:00,30.2,22.8,2.6,74.9,0
2/24/2011 0:00,30.5,23,2.5,72.2,0
2/25/2011 0:00,30.5,22.6,2.2,74.8,0
2/26/2011 0:00,30.7,22.8,2.3,78.6,0
2/27/2011 0:00,31.2,23,2.8,70.1,0
2/28/2011 0:00,31.2,22,2.9,67.6,0
3/1/2011 0:00,31.9,23.2,2.7,63.1,0
3/2/2011 0:00,32.5,22.3,2.4,60.7,0
3/3/2011 0:00,32.8,21.8,2.4,60.8,0
3/4/2011 0:00,33.6,21.6,2.5,52.9,0
3/5/2011 0:00,33.9,21.4,2.6,61.5,0
3/6/2011 0:00,35.8,21.1,2.7,60.5,0
3/7/2011 0:00,36.9,22.8,2.1,52.3,0
3/8/2011 0:00,35.3,24.3,2.1,45.9,0
3/9/2011 0:00,34.5,23.8,2.8,42,0
3/10/2011 0:00,33.6,24.5,2.6,49.5,0
3/11/2011 0:00,32.9,23.3,2.4,53.6,0
3/12/2011 0:00,33.6,23.4,2.6,64.1,0
3/13/2011 0:00,33.2,24,2.5,56.8,0
3/14/2011 0:00,33.1,24.2,2.4,57.8,0
3/15/2011 0:00,33.2,23.4,2.4,50.3,0
3/16/2011 0:00,32.9,23.3,2.7,49.4,0
3/17/2011 0:00,33.6,23.1,2.8,58.1,0
3/18/2011 0:00,33.2,22.6,2.4,53.5,0
3/19/2011 0:00,33.3,23.6,2.4,54.5,0
3/20/2011 0:00,33.1,22.6,2.5,57.8,0
3/21/2011 0:00,35,23.4,2.4,61.4,0
3/22/2011 0:00,34.4,24.4,2.4,56.1,0
3/23/2011 0:00,33.6,25,2.5,60,0
3/24/2011 0:00,33.1,24.7,2.8,64.1,0
3/25/2011 0:00,32.9,24.5,3.2,69.8,0
3/26/2011 0:00,34,24.3,2.2,69.5,0
3/27/2011 0:00,34.6,24.3,2.3,54.9,0
3/28/2011 0:00,34.5,24.2,2.4,49,0
3/29/2011 0:00,34.5,25.1,2.3,56,0
3/30/2011 0:00,34.6,25.6,2.8,58.9,0
3/31/2011 0:00,35.5,24.8,2.7,49.6,0
4/1/2011 0:00,35.6,25.5,2.6,43.1,0
4/2/2011 0:00,34.8,25.9,2.4,48,0
4/3/2011 0:00,34.6,26.9,2.8,53.8,0
4/4/2011 0:00,34.6,26.9,3,58.9,0
4/5/2011 0:00,33.9,26.4,2.7,61.8,0
4/6/2011 0:00,34.2,26,3.2,66.6,0
4/7/2011 0:00,34.2,25.6,3,69.4,0
4/8/2011 0:00,33.9,24.8,2.7,69.2,0
4/9/2011 0:00,33.5,25.4,2.3,64.5,0
4/10/2011 0:00,34.2,24.6,2.9,62.6,0
4/11/2011 0:00,34.5,24.8,2.4,68.5,0
4/12/2011 0:00,35.1,25.1,2.4,64.9,0
4/13/2011 0:00,35.4,25.8,2.3,59.5,0
4/14/2011 0:00,34.9,26.6,2.8,60.5,0
4/15/2011 0:00,35.1,26.4,2.8,66.9,0
4/16/2011 0:00,35.4,27.1,2.5,67.4,0
4/17/2011 0:00,35.5,26.7,2.4,64.3,0
4/18/2011 0:00,36.2,26.6,2.5,61.1,0
4/19/2011 0:00,35.9,26.7,2.9,57.2,0
4/20/2011 0:00,34.9,26.7,2.5,71.6,0
4/21/2011 0:00,35,27.5,2.7,77.4,4.9
4/22/2011 0:00,28.4,24.1,2.9,79.3,16.1
4/23/2011 0:00,32.4,24.7,2.2,75.2,0
4/24/2011 0:00,32.7,25.6,2.1,66.4,0
4/25/2011 0:00,33.9,26.3,2.3,72.6,0
4/26/2011 0:00,34.6,26.6,2.4,69.3,0
4/27/2011 0:00,34.5,26.1,2.2,65.1,0
4/28/2011 0:00,34.7,26.1,2.2,74.9,0
4/29/2011 0:00,34.6,26.6,2.8,61.6,6.2
4/30/2011 0:00,35.1,27.2,2.5,66.2,6.2
5/1/2011 0:00,35.4,27,2.1,63.4,0
5/2/2011 0:00,36.5,26.4,2.5,66.1,0
5/3/2011 0:00,37.7,28.1,3.3,53.6,0
5/4/2011 0:00,38.6,28.5,3.2,44.5,0
5/5/2011 0:00,39,28.9,3.3,45.3,0
5/6/2011 0:00,37.6,28.7,3.1,43.7,0
5/7/2011 0:00,36.9,29.4,3.8,48.9,0
5/8/2011 0:00,40.1,29.3,3.4,42.2,0
5/9/2011 0:00,38.1,29.2,4.2,44.1,0
5/10/2011 0:00,40.2,28.5,3.1,45.8,0
5/11/2011 0:00,39.7,28.8,2.9,45.2,0
5/12/2011 0:00,39.9,28.4,2.9,45.8,0
5/13/2011 0:00,37.1,28.8,3.1,47.9,0
5/14/2011 0:00,38,29,3.2,48.3,0
5/15/2011 0:00,37,28.5,3.2,51.8,0
5/16/2011 0:00,37.3,28.2,2.5,68.2,0
5/17/2011 0:00,35.4,28.7,2.4,63.7,0
5/18/2011 0:00,35.8,28,2.2,67.7,0
5/19/2011 0:00,36.6,29,3.3,62.3,0
5/20/2011 0:00,35.5,26.9,3.8,60.1,18.7
5/21/2011 0:00,37,26.3,4.1,55.7,0
5/22/2011 0:00,40,28.8,4.3,55.7,0
5/23/2011 0:00,40.1,29.4,3.7,51.7,0
5/24/2011 0:00,38.3,29.3,3,55.4,0
5/25/2011 0:00,37.2,27.7,3.6,61.4,0
5/26/2011 0:00,38.3,27.5,3.1,66.6,0
5/27/2011 0:00,38.8,28.1,3,56.3,0
5/28/2011 0:00,36.5,25.8,3.5,61.9,28.7
5/29/2011 0:00,39.7,27.9,3.4,55,19.2
5/30/2011 0:00,37.7,28.7,4.2,54.9,0
5/31/2011 0:00,38.3,28.7,4.5,59.3,0
6/1/2011 0:00,33.6,27.4,3.5,64.6,11.1
6/2/2011 0:00,36.9,28,3.6,60.3,0
6/3/2011 0:00,36.6,28.2,3.2,69.1,0
6/4/2011 0:00,38.4,29.3,4,68.6,0
6/5/2011 0:00,38.3,28.8,4,69.9,0
6/6/2011 0:00,38.6,28.4,4,68.5,9.9
6/7/2011 0:00,33.8,26.3,3.5,71.3,19.7
6/8/2011 0:00,35.1,27.3,3.8,60.2,0
6/9/2011 0:00,35.5,27.4,4.5,66.8,9.9
6/10/2011 0:00,34.6,25.7,5.1,72,0
6/11/2011 0:00,35.7,25.8,5.3,68,0
6/12/2011 0:00,37.5,27.4,5.4,62.9,2.9
6/13/2011 0:00,33.4,28.8,5.8,58.6,9.9
6/14/2011 0:00,34.3,26.1,5.8,67.4,4
6/15/2011 0:00,34.2,27.2,6.4,73.7,4
6/16/2011 0:00,35.5,28.4,6.7,63.2,0
6/17/2011 0:00,36.6,28.3,6.5,72.2,0
6/18/2011 0:00,37,29.1,7.1,58,3.8
6/19/2011 0:00,37.5,29.6,6.7,57,2.8
6/20/2011 0:00,37.1,27.6,6.5,63,0
6/21/2011 0:00,36,27.1,6.6,63.5,0
6/22/2011 0:00,36.9,28,5.7,65.2,0
6/23/2011 0:00,37.5,28.8,4.9,65.6,0
6/24/2011 0:00,38.5,29.4,5.5,72.1,0
6/25/2011 0:00,35.6,28.2,5.7,74,15.1
6/26/2011 0:00,34,27.3,5.5,72.1,0
6/27/2011 0:00,34.9,26.3,5,66.2,0
6/28/2011 0:00,35.8,27,5.5,71.2,5.4
6/29/2011 0:00,36.5,28.1,5.9,65.1,0
6/30/2011 0:00,37.9,28.5,4.6,62.8,0
7/1/2011 0:00,37.4,27.6,3.4,64.6,4.1
7/2/2011 0:00,31.9,26,4,69.8,18.9
7/3/2011 0:00,34.7,26.7,4.3,78.4,6.8
7/4/2011 0:00,33.7,26.8,3.8,72.4,11.5
7/5/2011 0:00,29.4,25.9,3.6,83.1,4.7
7/6/2011 0:00,30.5,24.9,3.7,78.6,10.9
7/7/2011 0:00,32.2,25.5,3.7,78.9,15
7/8/2011 0:00,33.5,26.8,4.1,74.5,15
7/9/2011 0:00,35.9,27.3,5.3,71.3,0
7/10/2011 0:00,36.8,27.9,5.3,68.6,0
7/11/2011 0:00,37,28.5,5.3,68.6,0
7/12/2011 0:00,33.2,27.6,4.6,74.8,25.8
7/13/2011 0:00,28.7,25.5,5.4,73.3,31.7
7/14/2011 0:00,32.1,26,5.7,73.7,0
7/15/2011 0:00,33.7,27,5.3,77.8,0
7/16/2011 0:00,33.5,27.7,4.8,75.9,5
7/17/2011 0:00,32.6,26.9,4.9,74,13.7
7/18/2011 0:00,32.8,27,5.3,70.3,10.3
7/19/2011 0:00,34.6,26.8,5.7,76.3,3.4
7/20/2011 0:00,33.8,26.9,5.4,81.1,6.8
7/21/2011 0:00,32.1,25.4,5.7,81.6,21.3
7/22/2011 0:00,33.3,26.1,5.2,77.8,10.7
7/23/2011 0:00,34.8,26.1,4.5,78.8,0
7/24/2011 0:00,35.1,26.6,3.6,77.1,0
7/25/2011 0:00,32.3,26.6,2.3,77.2,7.8
7/26/2011 0:00,32.2,25.8,2.4,80.1,7.4
7/27/2011 0:00,34.2,26.6,3.3,81,0
7/28/2011 0:00,34.3,26.6,3.6,77,14.8
7/29/2011 0:00,33.3,25.9,4.1,73.6,33
7/30/2011 0:00,33.3,25.5,4,76.7,0
7/31/2011 0:00,33.6,26.6,5,78.1,0
8/1/2011 0:00,33.1,27.3,5,74.8,4.4
8/2/2011 0:00,33.3,27.3,4.3,75.8,22.6
8/3/2011 0:00,30.3,25.8,4.6,84.1,22.6
8/4/2011 0:00,32.5,26,4.9,82.2,0
8/5/2011 0:00,34.6,26.8,4.5,77.5,9
8/6/2011 0:00,34,27.2,4.3,82.3,13.2
8/7/2011 0:00,34,28.1,4.9,78.6,4.7
8/8/2011 0:00,34.4,27.4,4.5,82.3,0
8/9/2011 0:00,33.5,27.2,4.3,83.5,16.3
8/10/2011 0:00,34.8,27.8,3.9,80.8,0
8/11/2011 0:00,35.5,28,4.8,75.9,13.6
8/12/2011 0:00,35.2,28.4,4.9,76.9,0
8/13/2011 0:00,33.8,25.6,4,79.7,16.6
8/14/2011 0:00,33.9,27.2,3.8,79.4,0
8/15/2011 0:00,34.7,27.2,3.3,74.7,0
8/16/2011 0:00,33.7,26.5,2.9,77.2,6.8
8/17/2011 0:00,31.7,25.9,3,78.4,7.6
8/18/2011 0:00,32,25.5,3.1,81.3,10
8/19/2011 0:00,31.4,25.2,2.4,83,3.8
8/20/2011 0:00,30.3,25.5,2.1,82.9,2.5
8/21/2011 0:00,31.3,26.2,1.9,83.2,16.9
8/22/2011 0:00,29.9,26.1,1.9,78.8,25.4
8/23/2011 0:00,31.7,26.3,2.6,85,15.3
8/24/2011 0:00,30.4,25.9,2.7,81.9,8.5
8/25/2011 0:00,29.1,25.5,3.6,81,11.9
8/26/2011 0:00,30.9,25.8,4.5,82,7
8/27/2011 0:00,30.1,25.1,4.9,82.8,0
8/28/2011 0:00,31.4,25.6,5,73.9,0
8/29/2011 0:00,31.7,26.2,4.4,71.6,9.8
8/30/2011 0:00,30,26.1,4.4,79.2,0
8/31/2011 0:00,30.9,26.2,3.6,80.3,23.7
9/1/2011 0:00,31.8,26,4.3,79.5,16.4
9/2/2011 0:00,33,26.3,4.2,83.6,5.5
9/3/2011 0:00,32.8,26.9,4.4,79.9,16.4
9/4/2011 0:00,33.6,27.5,3.9,76.9,0
9/5/2011 0:00,30.5,27.2,4.6,78.2,18.7
9/6/2011 0:00,32.7,27,4.3,78.6,4.3
9/7/2011 0:00,33.5,27.1,4.9,79.2,0
9/8/2011 0:00,34.5,26.7,4.2,80.9,0
9/9/2011 0:00,33.8,27.4,3.9,80.6,0
9/10/2011 0:00,34.5,26.8,3.5,77,2.1
9/11/2011 0:00,34.8,26.7,3.6,76,6.2
9/12/2011 0:00,35.1,27,3.1,76.8,8.8
9/13/2011 0:00,30.9,25.8,2.9,76.2,23.8
9/14/2011 0:00,32.8,25.8,2.4,82.7,0
9/15/2011 0:00,31.7,26.1,2.7,78.4,3.6
9/16/2011 0:00,33.3,26.5,3.9,83.8,3.5
9/17/2011 0:00,33.3,27.5,4,81.7,7
9/18/2011 0:00,34.1,27.4,3.8,78.4,0
9/19/2011 0:00,34.8,27.4,3.3,79.7,0
9/20/2011 0:00,33.3,26.5,3.1,81.6,7
9/21/2011 0:00,33.8,26.6,3.5,72.9,0
9/22/2011 0:00,35.3,27.2,3.4,74.3,0
9/23/2011 0:00,35.4,27.2,3.7,72.9,0
9/24/2011 0:00,34.2,26.5,3.8,74.2,0
